"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_crafting_reqs_name","gear_links_crafting_reqs_url","gear_links_categories_name","gear_links_categories_url","gear_links_special_rules","gear_links_speed","gear_links_accuracy","gear_links_strength"
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Death Mask","https://kingdomdeath.fandom.com/wiki/Death_Mask","Death Mask","Unique, Irreplaceable, Accessory
If you have no affinities, gain +4 luck and suffer -4 to all severe injury rolls.","item, mask, bone, other","","https://kingdomdeath.fandom.com/wiki/Endeavors","","","Unique, Irreplaceable, Accessory","","",""
"Death Mask","https://kingdomdeath.fandom.com/wiki/Death_Mask","Death Mask","Unique, Irreplaceable, Accessory
If you have no affinities, gain +4 luck and suffer -4 to all severe injury rolls.","item, mask, bone, other","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Unique, Irreplaceable, Accessory","","",""
"Death Mask","https://kingdomdeath.fandom.com/wiki/Death_Mask","Death Mask","Unique, Irreplaceable, Accessory
If you have no affinities, gain +4 luck and suffer -4 to all severe injury rolls.","item, mask, bone, other","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Unique, Irreplaceable, Accessory","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Masks","https://kingdomdeath.fandom.com/wiki/Category:Masks","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Other Gear","https://kingdomdeath.fandom.com/wiki/Category:Other_Gear","","","",""
"","","","","","","","Unique Gear","https://kingdomdeath.fandom.com/wiki/Category:Unique_Gear","","","",""
"","","","","","","","Irreplaceable Gear","https://kingdomdeath.fandom.com/wiki/Category:Irreplaceable_Gear","","","",""
"","","","","","","","Accessories","https://kingdomdeath.fandom.com/wiki/Category:Accessories","","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Mask Maker Gear","https://kingdomdeath.fandom.com/wiki/Category:Mask_Maker_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"God Mask","https://kingdomdeath.fandom.com/wiki/God_Mask","God Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: At the start of your act, if insane, gain +1 survival.","item, mask, bone, other","","https://kingdomdeath.fandom.com/wiki/Endeavors","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"God Mask","https://kingdomdeath.fandom.com/wiki/God_Mask","God Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: At the start of your act, if insane, gain +1 survival.","item, mask, bone, other","Founding Stone","https://kingdomdeath.fandom.com/wiki/Founding_Stone","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"God Mask","https://kingdomdeath.fandom.com/wiki/God_Mask","God Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: At the start of your act, if insane, gain +1 survival.","item, mask, bone, other","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"God Mask","https://kingdomdeath.fandom.com/wiki/God_Mask","God Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: At the start of your act, if insane, gain +1 survival.","item, mask, bone, other","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"God Mask","https://kingdomdeath.fandom.com/wiki/God_Mask","God Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: At the start of your act, if insane, gain +1 survival.","item, mask, bone, other","Strange Caravan","https://kingdomdeath.fandom.com/wiki/Strange_Caravan","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"God Mask","https://kingdomdeath.fandom.com/wiki/God_Mask","God Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: At the start of your act, if insane, gain +1 survival.","item, mask, bone, other","Mask Salesman","https://kingdomdeath.fandom.com/wiki/Mask_Salesman","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Masks","https://kingdomdeath.fandom.com/wiki/Category:Masks","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Other Gear","https://kingdomdeath.fandom.com/wiki/Category:Other_Gear","","","",""
"","","","","","","","Unique Gear","https://kingdomdeath.fandom.com/wiki/Category:Unique_Gear","","","",""
"","","","","","","","Irreplaceable Gear","https://kingdomdeath.fandom.com/wiki/Category:Irreplaceable_Gear","","","",""
"","","","","","","","Accessories","https://kingdomdeath.fandom.com/wiki/Category:Accessories","","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Uses for Founding Stone","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Founding_Stone","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Mask Maker Gear","https://kingdomdeath.fandom.com/wiki/Category:Mask_Maker_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Man Mask","https://kingdomdeath.fandom.com/wiki/Man_Mask","Man Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may spend negative attribute tokens in place of survival.","item, mask, bone, other","","https://kingdomdeath.fandom.com/wiki/Endeavors","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Man Mask","https://kingdomdeath.fandom.com/wiki/Man_Mask","Man Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may spend negative attribute tokens in place of survival.","item, mask, bone, other","Skull","https://kingdomdeath.fandom.com/wiki/Skull","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Man Mask","https://kingdomdeath.fandom.com/wiki/Man_Mask","Man Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may spend negative attribute tokens in place of survival.","item, mask, bone, other","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Man Mask","https://kingdomdeath.fandom.com/wiki/Man_Mask","Man Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may spend negative attribute tokens in place of survival.","item, mask, bone, other","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Man Mask","https://kingdomdeath.fandom.com/wiki/Man_Mask","Man Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may spend negative attribute tokens in place of survival.","item, mask, bone, other","Strange Caravan","https://kingdomdeath.fandom.com/wiki/Strange_Caravan","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Man Mask","https://kingdomdeath.fandom.com/wiki/Man_Mask","Man Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may spend negative attribute tokens in place of survival.","item, mask, bone, other","Mask Salesman","https://kingdomdeath.fandom.com/wiki/Mask_Salesman","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Masks","https://kingdomdeath.fandom.com/wiki/Category:Masks","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Other Gear","https://kingdomdeath.fandom.com/wiki/Category:Other_Gear","","","",""
"","","","","","","","Unique Gear","https://kingdomdeath.fandom.com/wiki/Category:Unique_Gear","","","",""
"","","","","","","","Irreplaceable Gear","https://kingdomdeath.fandom.com/wiki/Category:Irreplaceable_Gear","","","",""
"","","","","","","","Accessories","https://kingdomdeath.fandom.com/wiki/Category:Accessories","","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Mask Maker Gear","https://kingdomdeath.fandom.com/wiki/Category:Mask_Maker_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Phoenix Mask","https://kingdomdeath.fandom.com/wiki/Phoenix_Mask","Phoenix Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may dodge 1 additional time per round.","item, mask, bone, other","","https://kingdomdeath.fandom.com/wiki/Endeavors","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Phoenix Mask","https://kingdomdeath.fandom.com/wiki/Phoenix_Mask","Phoenix Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may dodge 1 additional time per round.","item, mask, bone, other","Small Feathers","https://kingdomdeath.fandom.com/wiki/Small_Feathers","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Phoenix Mask","https://kingdomdeath.fandom.com/wiki/Phoenix_Mask","Phoenix Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may dodge 1 additional time per round.","item, mask, bone, other","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"Phoenix Mask","https://kingdomdeath.fandom.com/wiki/Phoenix_Mask","Phoenix Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, you may dodge 1 additional time per round.","item, mask, bone, other","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Masks","https://kingdomdeath.fandom.com/wiki/Category:Masks","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Other Gear","https://kingdomdeath.fandom.com/wiki/Category:Other_Gear","","","",""
"","","","","","","","Unique Gear","https://kingdomdeath.fandom.com/wiki/Category:Unique_Gear","","","",""
"","","","","","","","Irreplaceable Gear","https://kingdomdeath.fandom.com/wiki/Category:Irreplaceable_Gear","","","",""
"","","","","","","","Accessories","https://kingdomdeath.fandom.com/wiki/Category:Accessories","","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Uses for Small Feathers","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Small_Feathers","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Mask Maker Gear","https://kingdomdeath.fandom.com/wiki/Category:Mask_Maker_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","","https://kingdomdeath.fandom.com/wiki/Endeavors","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","Shimmering Mane","https://kingdomdeath.fandom.com/wiki/Shimmering_Mane","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Unique, Irreplaceable, Accessory, Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Masks","https://kingdomdeath.fandom.com/wiki/Category:Masks","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Other Gear","https://kingdomdeath.fandom.com/wiki/Category:Other_Gear","","","",""
"","","","","","","","Unique Gear","https://kingdomdeath.fandom.com/wiki/Category:Unique_Gear","","","",""
"","","","","","","","Irreplaceable Gear","https://kingdomdeath.fandom.com/wiki/Category:Irreplaceable_Gear","","","",""
"","","","","","","","Accessories","https://kingdomdeath.fandom.com/wiki/Category:Accessories","","","",""
"","","","","","","","Head Armor","https://kingdomdeath.fandom.com/wiki/Category:Head_Armor","","","",""
"","","","","","","","Uses for Shimmering Mane","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Shimmering_Mane","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Mask Maker Gear","https://kingdomdeath.fandom.com/wiki/Category:Mask_Maker_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Dried Acanthus","https://kingdomdeath.fandom.com/wiki/Dried_Acanthus","Dried Acanthus","Dried Acanthus is a gear card found in the Kingdom Death: Monster Core Game.","item, herb, consumable","Fresh Acanthus","https://kingdomdeath.fandom.com/wiki/Fresh_Acanthus","","","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Herbs","https://kingdomdeath.fandom.com/wiki/Category:Herbs","","","",""
"","","","","","","","Consumables","https://kingdomdeath.fandom.com/wiki/Category:Consumables","","","",""
"","","","","","","","When you depart","https://kingdomdeath.fandom.com/wiki/Category:When_you_depart","","","",""
"","","","","","","","When you suffer a severe injury","https://kingdomdeath.fandom.com/wiki/Category:When_you_suffer_a_severe_injury","","","",""
"","","","","","","","Uses for Fresh Acanthus","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Fresh_Acanthus","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Organ Grinder Gear","https://kingdomdeath.fandom.com/wiki/Category:Organ_Grinder_Gear","","","",""
"","","","","","","","Core Game Consumables","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Consumables","","","",""
"","","","","","","","Consumable Gear","https://kingdomdeath.fandom.com/wiki/Category:Consumable_Gear","","","",""
"","","","","","","","Core Game Cards","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Cards","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Fecal Salve","https://kingdomdeath.fandom.com/wiki/Fecal_Salve","Fecal Salve","Fecal Salve is a gear card found in the Kingdom Death: Monster Core Game.","item, balm, stinky","organ","https://kingdomdeath.fandom.com/wiki/Organ","","","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Balms","https://kingdomdeath.fandom.com/wiki/Category:Balms","","","",""
"","","","","","","","Stinky Gear","https://kingdomdeath.fandom.com/wiki/Category:Stinky_Gear","","","",""
"","","","","","","","When you depart","https://kingdomdeath.fandom.com/wiki/Category:When_you_depart","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Left Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Blue_Affinities","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Organ Grinder Gear","https://kingdomdeath.fandom.com/wiki/Category:Organ_Grinder_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Lucky Charm","https://kingdomdeath.fandom.com/wiki/Lucky_Charm","Lucky Charm","Affinity Bonus: +1 luck","item, jewelry","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Jewelry","https://kingdomdeath.fandom.com/wiki/Category:Jewelry","","","",""
"","","","","","","","Gear with Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Blue_Affinities","","","",""
"","","","","","","","Gear with Left Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Blue_Affinities","","","",""
"","","","","","","","Gear with Right Blue Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Blue_Affinities","","","",""
"","","","","","","","Gear with Luck Bonus","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Luck_Bonus","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Organ Grinder Gear","https://kingdomdeath.fandom.com/wiki/Category:Organ_Grinder_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Monster Grease","https://kingdomdeath.fandom.com/wiki/Monster_Grease","Monster Grease","Gain +1 evasion.
Affinity Bonus: +1 evasion","item, consumable, soluble, stinky","Organ","https://kingdomdeath.fandom.com/wiki/Organ","","","Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Consumables","https://kingdomdeath.fandom.com/wiki/Category:Consumables","","","",""
"","","","","","","","Soluble Gear","https://kingdomdeath.fandom.com/wiki/Category:Soluble_Gear","","","",""
"","","","","","","","Stinky Gear","https://kingdomdeath.fandom.com/wiki/Category:Stinky_Gear","","","",""
"","","","","","","","Gear with Evasion Bonus","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Evasion_Bonus","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Left Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Green_Affinities","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Organ Grinder Gear","https://kingdomdeath.fandom.com/wiki/Category:Organ_Grinder_Gear","","","",""
"","","","","","","","Core Game Consumables","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Consumables","","","",""
"","","","","","","","Consumable Gear","https://kingdomdeath.fandom.com/wiki/Category:Consumable_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Cards","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Cards","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Monster Tooth Necklace","https://kingdomdeath.fandom.com/wiki/Monster_Tooth_Necklace","Monster Tooth Necklace","Gain +1 strength.
Affinity Bonus: +1 strength","item, jewelry, bone","Scrap","https://kingdomdeath.fandom.com/wiki/Scrap","","","Affinity Bonus","","",""
"Monster Tooth Necklace","https://kingdomdeath.fandom.com/wiki/Monster_Tooth_Necklace","Monster Tooth Necklace","Gain +1 strength.
Affinity Bonus: +1 strength","item, jewelry, bone","Bone","https://kingdomdeath.fandom.com/wiki/Bone","","","Affinity Bonus","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Jewelry","https://kingdomdeath.fandom.com/wiki/Category:Jewelry","","","",""
"","","","","","","","Bone Gear","https://kingdomdeath.fandom.com/wiki/Category:Bone_Gear","","","",""
"","","","","","","","Gear with Strength Bonus","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Strength_Bonus","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Right Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Red_Affinities","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Organ Grinder Gear","https://kingdomdeath.fandom.com/wiki/Category:Organ_Grinder_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
"","","","","","","","Gear with Up Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Up_Any_Affinities","","","",""
"","","","","","","","Gear with Left Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Any_Affinities","","","",""
"","","","","","","","Gear with Down Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Down_Any_Affinities","","","",""
"","","","","","","","Gear with Right Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Any_Affinities","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Stone Noses","https://kingdomdeath.fandom.com/wiki/Stone_Noses","Stone Noses","Stone Noses is a gear card found in the Kingdom Death: Monster Core Game.","item, jewelry","","https://kingdomdeath.fandom.com/wiki/Endeavors","","","","","",""
"","","","","","","","Items","https://kingdomdeath.fandom.com/wiki/Category:Items","","","",""
"","","","","","","","Jewelry","https://kingdomdeath.fandom.com/wiki/Category:Jewelry","","","",""
"","","","","","","","On Arrival","https://kingdomdeath.fandom.com/wiki/Category:On_Arrival","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Organ Grinder Gear","https://kingdomdeath.fandom.com/wiki/Category:Organ_Grinder_Gear","","","",""
"","","","","","","","Core Game Gear","https://kingdomdeath.fandom.com/wiki/Category:Core_Game_Gear","","","",""
"Arc Bow","https://kingdomdeath.fandom.com/wiki/Arc_Bow","Arc Bow","Slow, Range 6
Cumbersome: Spend as an additional cost of activating this weapon.
Affinity Bonus: Range +2","weapon, ranged, bow, two-handed","Phoenix Whisker","https://kingdomdeath.fandom.com/wiki/Phoenix_Whisker","","","Slow, Range 6, Cumbersome, Affinity Bonus","1","6+","9"
"Arc Bow","https://kingdomdeath.fandom.com/wiki/Arc_Bow","Arc Bow","Slow, Range 6
Cumbersome: Spend as an additional cost of activating this weapon.
Affinity Bonus: Range +2","weapon, ranged, bow, two-handed","Wishbone","https://kingdomdeath.fandom.com/wiki/Wishbone","","","Slow, Range 6, Cumbersome, Affinity Bonus","1","6+","9"
"Arc Bow","https://kingdomdeath.fandom.com/wiki/Arc_Bow","Arc Bow","Slow, Range 6
Cumbersome: Spend as an additional cost of activating this weapon.
Affinity Bonus: Range +2","weapon, ranged, bow, two-handed","Scrap","https://kingdomdeath.fandom.com/wiki/Scrap","","","Slow, Range 6, Cumbersome, Affinity Bonus","1","6+","9"
"","","","","","","","Ranged Weapons","https://kingdomdeath.fandom.com/wiki/Category:Ranged_Weapons","","","",""
"","","","","","","","Bows","https://kingdomdeath.fandom.com/wiki/Category:Bows","","","",""
"","","","","","","","Two-Handed Weapons","https://kingdomdeath.fandom.com/wiki/Category:Two-Handed_Weapons","","","",""
"","","","","","","","Gear with Slow","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Slow","","","",""
"","","","","","","","Cumbersome Gear","https://kingdomdeath.fandom.com/wiki/Category:Cumbersome_Gear","","","",""
"","","","","","","","Gear with Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Red_Affinities","","","",""
"","","","","","","","Gear with Left Red Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Left_Red_Affinities","","","",""
"","","","","","","","Gear with Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Green_Affinities","","","",""
"","","","","","","","Gear with Right Green Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Right_Green_Affinities","","","",""
"","","","","","","","Uses for Wishbone","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Wishbone","","","",""
"","","","","","","","Uses for Phoenix Whisker","https://kingdomdeath.fandom.com/wiki/Category:Uses_for_Phoenix_Whisker","","","",""
"","","","","","","","Cards","https://kingdomdeath.fandom.com/wiki/Category:Cards","","","",""
"","","","","","","","Gear","https://kingdomdeath.fandom.com/wiki/Category:Gear","","","",""
"","","","","","","","Weapons","https://kingdomdeath.fandom.com/wiki/Category:Weapons","","","",""
"","","","","","","","Plumery Gear","https://kingdomdeath.fandom.com/wiki/Category:Plumery_Gear","","","",""
"","","","","","","","Gear with Any Affinities","https://kingdomdeath.fandom.com/wiki/Category:Gear_with_Any_Affinities","","","",""
