"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_craft_blurb","gear_links_crafting_reqs_name","gear_links_categories_name","gear_links_special_rules","gear_links_armor_points_name","gear_links_speed","gear_links_accuracy","gear_links_strength","gear_links_required_for_name"
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","The White Lion Mask may be crafted once the Mask Maker settlement location has been built.","","","Unique, Irreplaceable, Accessory, Affinity Bonus","2","","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","The White Lion Mask may be crafted once the Mask Maker settlement location has been built.","","","Unique, Irreplaceable, Accessory, Affinity Bonus","Unique","","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","The White Lion Mask may be crafted once the Mask Maker settlement location has been built.","","","Unique, Irreplaceable, Accessory, Affinity Bonus","Irreplaceable","","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","The White Lion Mask may be crafted once the Mask Maker settlement location has been built.","","","Unique, Irreplaceable, Accessory, Affinity Bonus","Accessory","","","",""
"White Lion Mask","https://kingdomdeath.fandom.com/wiki/White_Lion_Mask","White Lion Mask","Unique, Irreplaceable, Accessory
Affinity Bonus: If insane, spend to lose all your survival and gain that may +1 strength tokens.","item, mask, bone, other","The White Lion Mask may be crafted once the Mask Maker settlement location has been built.","","","Unique, Irreplaceable, Accessory, Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x","","","","","","",""
"","","","","","","1x Shimmering Mane","","","","","","",""
"","","","","","","6x Bone","","","","","","",""
"","","","","","","4x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Masks","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Unique Gear","","","","","",""
"","","","","","","","Irreplaceable Gear","","","","","",""
"","","","","","","","Accessories","","","","","",""
"","","","","","","","Head Armor","","","","","",""
"","","","","","","","Uses for Shimmering Mane","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Mask Maker Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Dried Acanthus","https://kingdomdeath.fandom.com/wiki/Dried_Acanthus","Dried Acanthus","Dried Acanthus is a gear card found in the Kingdom Death: Monster Core Game.","item, herb, consumable","When you depart, gain +2 survival. When you suffer a severe injury, ignore it and archive this card instead.","1x Fresh Acanthus","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Herbs","","","","","",""
"","","","","","","","Consumables","","","","","",""
"","","","","","","","When you depart","","","","","",""
"","","","","","","","When you suffer a severe injury","","","","","",""
"","","","","","","","Uses for Fresh Acanthus","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Organ Grinder Gear","","","","","",""
"","","","","","","","Core Game Consumables","","","","","",""
"","","","","","","","Consumable Gear","","","","","",""
"","","","","","","","Core Game Cards","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Fecal Salve","https://kingdomdeath.fandom.com/wiki/Fecal_Salve","Fecal Salve","Fecal Salve is a gear card found in the Kingdom Death: Monster Core Game.","item, balm, stinky","When you depart, gain +1 survival.","1x organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Balms","","","","","",""
"","","","","","","","Stinky Gear","","","","","",""
"","","","","","","","When you depart","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Left Blue Affinities","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Organ Grinder Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Lucky Charm","https://kingdomdeath.fandom.com/wiki/Lucky_Charm","Lucky Charm","Affinity Bonus: +1 luck","item, jewelry","The Lucky Charm may be crafted once the Organ Grinder settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Jewelry","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Left Blue Affinities","","","","","",""
"","","","","","","","Gear with Right Blue Affinities","","","","","",""
"","","","","","","","Gear with Luck Bonus","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Organ Grinder Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Monster Grease","https://kingdomdeath.fandom.com/wiki/Monster_Grease","Monster Grease","Gain +1 evasion.
Affinity Bonus: +1 evasion","item, consumable, soluble, stinky","The Monster Grease may be crafted once the Organ Grinder settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Consumables","","","","","",""
"","","","","","","","Soluble Gear","","","","","",""
"","","","","","","","Stinky Gear","","","","","",""
"","","","","","","","Gear with Evasion Bonus","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Left Green Affinities","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Organ Grinder Gear","","","","","",""
"","","","","","","","Core Game Consumables","","","","","",""
"","","","","","","","Consumable Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Cards","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Monster Tooth Necklace","https://kingdomdeath.fandom.com/wiki/Monster_Tooth_Necklace","Monster Tooth Necklace","Gain +1 strength.
Affinity Bonus: +1 strength","item, jewelry, bone","The Monster Tooth Necklace may be crafted once the Organ Grinder settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Scrap","","","","","","",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Jewelry","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Gear with Strength Bonus","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Right Red Affinities","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Organ Grinder Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Stone Noses","https://kingdomdeath.fandom.com/wiki/Stone_Noses","Stone Noses","Stone Noses is a gear card found in the Kingdom Death: Monster Core Game.","item, jewelry","On Arrival, gain +1 survival, +1 insanity.","1x","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Jewelry","","","","","",""
"","","","","","","","On Arrival","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Organ Grinder Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Arc Bow","https://kingdomdeath.fandom.com/wiki/Arc_Bow","Arc Bow","Slow, Range 6
Cumbersome: Spend as an additional cost of activating this weapon.
Affinity Bonus: Range +2","weapon, ranged, bow, two-handed","The Arc Bow may be crafted once the Plumery settlement location has been built.","","","Slow, Range 6, Cumbersome, Affinity Bonus","Slow","1","6+","9",""
"Arc Bow","https://kingdomdeath.fandom.com/wiki/Arc_Bow","Arc Bow","Slow, Range 6
Cumbersome: Spend as an additional cost of activating this weapon.
Affinity Bonus: Range +2","weapon, ranged, bow, two-handed","The Arc Bow may be crafted once the Plumery settlement location has been built.","","","Slow, Range 6, Cumbersome, Affinity Bonus","Range 6","1","6+","9",""
"Arc Bow","https://kingdomdeath.fandom.com/wiki/Arc_Bow","Arc Bow","Slow, Range 6
Cumbersome: Spend as an additional cost of activating this weapon.
Affinity Bonus: Range +2","weapon, ranged, bow, two-handed","The Arc Bow may be crafted once the Plumery settlement location has been built.","","","Slow, Range 6, Cumbersome, Affinity Bonus","Cumbersome","1","6+","9",""
"Arc Bow","https://kingdomdeath.fandom.com/wiki/Arc_Bow","Arc Bow","Slow, Range 6
Cumbersome: Spend as an additional cost of activating this weapon.
Affinity Bonus: Range +2","weapon, ranged, bow, two-handed","The Arc Bow may be crafted once the Plumery settlement location has been built.","","","Slow, Range 6, Cumbersome, Affinity Bonus","Affinity Bonus","1","6+","9",""
"","","","","","","1x Phoenix Whisker","","","","","","",""
"","","","","","","1x Wishbone","","","","","","",""
"","","","","","","1x Scrap","","","","","","",""
"","","","","","","","Ranged Weapons","","","","","",""
"","","","","","","","Bows","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Gear with Slow","","","","","",""
"","","","","","","","Cumbersome Gear","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Right Green Affinities","","","","","",""
"","","","","","","","Uses for Wishbone","","","","","",""
"","","","","","","","Uses for Phoenix Whisker","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bird Bread","https://kingdomdeath.fandom.com/wiki/Bird_Bread","Bird Bread","Consume: Once per showdown, add 1 to all hit locations. Gain priority target token. Roll 1d10. On a 1, reduce your survival to 0.","item, consumable, soluble","Bird Bread may be crafted once the Plumery settlement location has been built.","1x Pustules","","","","","","",""
"Bird Bread","https://kingdomdeath.fandom.com/wiki/Bird_Bread","Bird Bread","Consume: Once per showdown, add 1 to all hit locations. Gain priority target token. Roll 1d10. On a 1, reduce your survival to 0.","item, consumable, soluble","Bird Bread may be crafted once the Plumery settlement location has been built.","3x Hide","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Consumables","","","","","",""
"","","","","","","","Soluble Gear","","","","","",""
"","","","","","","","Uses for Pustules","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Core Game Consumables","","","","","",""
"","","","","","","","Consumable Gear","","","","","",""
"","","","","","","","Core Game Cards","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Bloom Sphere","https://kingdomdeath.fandom.com/wiki/Bloom_Sphere","Bloom Sphere","Affinity Bonus: When you are picked as a target, roll 1d10. On a 6+, the monster must pick a new target if possible1.","item, stinky, other","The Bloom Sphere may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Small Hand Parasites","","","","","","",""
"","","","","","","3x Bone","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Stinky Gear","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Left Green Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Right Blue Affinities","","","","","",""
"","","","","","","","Uses for Small Hand Parasites","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","1"
"","","","","","","","","","","","","","monster controller"
"","","","","","","","","","","","","","Pick Target"
"","","","","","","","","","","","","","AI card"
"","","","","","","","","","","","","","showdown board"
"","","","","","","","","","","","","","instinct"
"Crest Crown","https://kingdomdeath.fandom.com/wiki/Crest_Crown","Crest Crown",": If insane, reshuffle the hit location deck.
Affinity Bonus: When you depart, gain +1 insanity and +1 survival for every you have.","item, other","The Crest Crown may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Phoenix Crest","","","","","","",""
"","","","","","","6x Organ","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Up Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Right Green Affinities","","","","","",""
"","","","","","","","Uses for Phoenix Crest","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Feather Mantle","https://kingdomdeath.fandom.com/wiki/Feather_Mantle","Feather Mantle","When you suffer knockback, you may ignore collision with other survivors and reduce the movement by up to 3 spaces.","item, flammable","The Feather Mantle may be crafted once the Plumery settlement location has been built.","2x Tail Feathers","","","","","","",""
"Feather Mantle","https://kingdomdeath.fandom.com/wiki/Feather_Mantle","Feather Mantle","When you suffer knockback, you may ignore collision with other survivors and reduce the movement by up to 3 spaces.","item, flammable","The Feather Mantle may be crafted once the Plumery settlement location has been built.","1x Scrap","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Flammable Gear","","","","","",""
"","","","","","","","When you suffer knockback","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Right Green Affinities","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Down Red Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Left Blue Affinities","","","","","",""
"","","","","","","","Uses for Tail Feathers","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Feather Shield","https://kingdomdeath.fandom.com/wiki/Feather_Shield","Feather Shield","Block 1
Affinity Bonus: Reduce any suffered brain damage by 1 to a minimum of 1.","weapon, melee, shield, flammable","The Feather Shield may be crafted once the Plumery settlement location has been built.","","","Block 1, Affinity Bonus","Block 1","3","7+","0",""
"Feather Shield","https://kingdomdeath.fandom.com/wiki/Feather_Shield","Feather Shield","Block 1
Affinity Bonus: Reduce any suffered brain damage by 1 to a minimum of 1.","weapon, melee, shield, flammable","The Feather Shield may be crafted once the Plumery settlement location has been built.","","","Block 1, Affinity Bonus","Affinity Bonus","3","7+","0",""
"","","","","","","2x Small Feathers","","","","","","",""
"","","","","","","1x Muculent Droppings","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Shields","","","","","",""
"","","","","","","","Flammable Gear","","","","","",""
"","","","","","","","Gear with Block","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Up Blue Affinities","","","","","",""
"","","","","","","","Uses for Small Feathers","","","","","",""
"","","","","","","","Uses for Muculent Droppings","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Hollow Sword","https://kingdomdeath.fandom.com/wiki/Hollow_Sword","Hollow Sword","Hollow Sword is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, sword, bone","Frail, Paired
On a Perfect hit, make 1 additional attack roll.","","","Frail, Paired","Frail","3","5+","3",""
"Hollow Sword","https://kingdomdeath.fandom.com/wiki/Hollow_Sword","Hollow Sword","Hollow Sword is a gear card found in the Kingdom Death: Monster Core Game.","weapon, melee, sword, bone","Frail, Paired
On a Perfect hit, make 1 additional attack roll.","","","Frail, Paired","Paired","3","5+","3",""
"","","","","","","1x Hollow Wing Bone","","","","","","",""
"","","","","","","2x Bone","","","","","","",""
"","","","","","","2x Hide","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Swords","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Frail Gear","","","","","",""
"","","","","","","","Paired Weapons","","","","","",""
"","","","","","","","On a Perfect Hit","","","","","",""
"","","","","","","","Uses for Hollow Wing Bones","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Hollowpoint Arrow","https://kingdomdeath.fandom.com/wiki/Hollowpoint_Arrow","Hollowpoint Arrow","Hollowpoint Arrow is a gear card found in the Kingdom Death: Monster Core Game.","item, ammunition, arrow","Slow, Ammo - Bow
On a hit, monster gains -1 movement token. Use once per showdown.","","","Slow, Ammo - Bow","Slow","1","6+","11",""
"Hollowpoint Arrow","https://kingdomdeath.fandom.com/wiki/Hollowpoint_Arrow","Hollowpoint Arrow","Hollowpoint Arrow is a gear card found in the Kingdom Death: Monster Core Game.","item, ammunition, arrow","Slow, Ammo - Bow
On a hit, monster gains -1 movement token. Use once per showdown.","","","Slow, Ammo - Bow","Ammo - Bow","1","6+","11",""
"","","","","","","1x Hollow Wing Bones","","","","","","",""
"","","","","","","1x Scrap","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Ammunition","","","","","",""
"","","","","","","","Arrows","","","","","",""
"","","","","","","","Gear with Slow","","","","","",""
"","","","","","","","Uses for Hollow Wing Bones","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Hours Ring","https://kingdomdeath.fandom.com/wiki/Hours_Ring","Hours Ring","Hours Ring is a gear card found in the Kingdom Death: Monster Core Game.","item, other","Unique
During the aftermath, if you died or ceased to exist, you may archive the Hours Ring and reset the campaign to the previous Settlement Phase's development step before you departed. Limit, once per campaign1.","","","Unique","Unique","","","",""
"","","","","","","1x Shimmering Halo","","","","","","",""
"","","","","","","5x Organ","","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Core Game Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Unique Gear","","","","","",""
"","","","","","","","","","","","","","1"
"Phoenix Faulds","https://kingdomdeath.fandom.com/wiki/Phoenix_Faulds","Phoenix Faulds","When you depart, gain +1 insanity.","armor, set, feather, metal, flammable","The Phoenix Faulds may be crafted once the Plumery settlement location has been built.","","","4","Armor Points","","","",""
"Phoenix Faulds","https://kingdomdeath.fandom.com/wiki/Phoenix_Faulds","Phoenix Faulds","When you depart, gain +1 insanity.","armor, set, feather, metal, flammable","The Phoenix Faulds may be crafted once the Plumery settlement location has been built.","","","4","4","","","",""
"","","","","","","1x Iron","","","","","","",""
"","","","","","","1x Leather","","","","","","",""
"","","","","","","1x Tail Feathers","","","","","","",""
"","","","","","","1x Organ","","","","","","",""
"","","","","","","","Waist Armor","","","","","",""
"","","","","","","","Feather Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Flammable Gear","","","","","",""
"","","","","","","","When you depart","","","","","",""
"","","","","","","","Uses for Iron","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Uses for Tail Feathers","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Brawler Armor"
"","","","","","","","","","","","","","Phoenix Armor"
"Phoenix Gauntlet","https://kingdomdeath.fandom.com/wiki/Phoenix_Gauntlet","Phoenix Gauntlet","When you depart, gain +1 insanity.","armor, set, feather, metal, flammable","The Phoenix Gauntlet may be crafted once the Plumery settlement location has been built.","","","4","Armor Points","","","",""
"Phoenix Gauntlet","https://kingdomdeath.fandom.com/wiki/Phoenix_Gauntlet","Phoenix Gauntlet","When you depart, gain +1 insanity.","armor, set, feather, metal, flammable","The Phoenix Gauntlet may be crafted once the Plumery settlement location has been built.","","","4","4","","","",""
"","","","","","","1x Iron","","","","","","",""
"","","","","","","1x Leather","","","","","","",""
"","","","","","","1x Small Feathers","","","","","","",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Arm Armor","","","","","",""
"","","","","","","","Feather Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Flammable Gear","","","","","",""
"","","","","","","","When you depart","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Uses for Iron","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Uses for Small Feathers","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Phoenix Armor"
"Phoenix Greaves","https://kingdomdeath.fandom.com/wiki/Phoenix_Greaves","Phoenix Greaves","If insane, gain +2 movement.","armor, set, feather, metal, flammable","The Phoenix Greaves may be crafted once the Plumery settlement location has been built.","","","4","Armor Points","","","",""
"Phoenix Greaves","https://kingdomdeath.fandom.com/wiki/Phoenix_Greaves","Phoenix Greaves","If insane, gain +2 movement.","armor, set, feather, metal, flammable","The Phoenix Greaves may be crafted once the Plumery settlement location has been built.","","","4","4","","","",""
"","","","","","","1x Iron","","","","","","",""
"","","","","","","1x Leather","","","","","","",""
"","","","","","","1x Small Feathers","","","","","","",""
"","","","","","","1x Organ","","","","","","",""
"","","","","","","","Leg Armor","","","","","",""
"","","","","","","","Feather Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Flammable Gear","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Right Red Affinities","","","","","",""
"","","","","","","","Uses for Iron","","","","","",""
"","","","","","","","Uses for Leather","","","","","",""
"","","","","","","","Uses for Small Feathers","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Brawler Armor"
"","","","","","","","","","","","","","Phoenix Armor"
"Phoenix Helm","https://kingdomdeath.fandom.com/wiki/Phoenix_Helm","Phoenix Helm","Affinity Bonus: If insane at the start of the showdown, gain +1 evasion token.","armor, set, feather, metal, flammable","The Phoenix Helm may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","Armor Points","","","",""
"Phoenix Helm","https://kingdomdeath.fandom.com/wiki/Phoenix_Helm","Phoenix Helm","Affinity Bonus: If insane at the start of the showdown, gain +1 evasion token.","armor, set, feather, metal, flammable","The Phoenix Helm may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","4","","","",""
"Phoenix Helm","https://kingdomdeath.fandom.com/wiki/Phoenix_Helm","Phoenix Helm","Affinity Bonus: If insane at the start of the showdown, gain +1 evasion token.","armor, set, feather, metal, flammable","The Phoenix Helm may be crafted once the Plumery settlement location has been built.","","","Affinity Bonus","Affinity Bonus","","","",""
"","","","","","","1x Hollow Wing Bones","","","","","","",""
"","","","","","","1x Small Feathers","","","","","","",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Head Armor","","","","","",""
"","","","","","","","Feather Gear","","","","","",""
"","","","","","","","Metal Gear","","","","","",""
"","","","","","","","Flammable Gear","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"","","","","","","","Uses for Hollow Wing Bones","","","","","",""
"","","","","","","","Uses for Small Feathers","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","On Arrival","","","","","",""
"","","","","","","","Plumery Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Phoenix Armor"
"","","","","","","","","","","","","","Dancer Armor"
